name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Roma, Lazio, Italia",2024-01-01,14.1,10.9,12.9,14.1,10.9,12.9,10,83,0.676,100,4.17,rain,0,0,30.6,16.1,185.1,1014.8,72.3,9.8,54.7,4.7,2,,2024-01-01T07:37:52,2024-01-01T16:49:02,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16217099999,E2310,16242099999,16239099999,16219099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-02,14.8,5.6,10.4,14.8,4.7,10.1,7.1,81.4,0.027,100,4.17,rain,0,0,22.7,16.1,178.6,1017.6,50.1,10.1,96.6,8.3,4,,2024-01-02T07:37:58,2024-01-02T16:49:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E2310,16242099999,16239099999,16219099999,16224099999"
"Roma, Lazio, Italia",2024-01-03,15.7,12.4,14.2,15.7,12.4,14.2,10.5,78.5,0.027,100,4.17,rain,0,0,36.4,20.7,177.8,1014.4,75.1,10.1,46.4,4,5,,2024-01-03T07:38:01,2024-01-03T16:50:46,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E2310,16242099999,16239099999,16219099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-01-04,18,10.6,13.9,18,10.6,13.9,10.3,80.8,0,0,0,,0,0,20.2,13.6,161.5,1012.8,44.9,9.9,92.6,8.2,4,,2024-01-04T07:38:02,2024-01-04T16:51:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E2310,16242099999,16239099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-05,15.8,9.4,13.7,15.8,9.1,13.6,10.2,80.2,1.349,100,4.17,rain,0,0,42.1,30.5,144.9,1009.5,69.3,9.8,50.9,4.5,4,,2024-01-05T07:38:01,2024-01-05T16:52:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E2310,16242099999,16239099999,16219099999,16224099999"
"Roma, Lazio, Italia",2024-01-06,15.8,11,13.4,15.8,11,13.4,10.3,82.1,14.168,100,12.5,rain,0,0,39.2,25.9,137.2,997.7,66.6,9.3,51.5,4.4,4,,2024-01-06T07:37:58,2024-01-06T16:53:35,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E2310,16242099999,16239099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-07,11.8,9.2,10.3,11.8,7.4,9.9,9.3,93.3,2.251,100,12.5,rain,0,0,18.7,15.4,11.1,994.8,71,8.3,24.8,2,2,,2024-01-07T07:37:52,2024-01-07T16:54:34,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E2310,16242099999,16239099999,16219099999,16224099999"
"Roma, Lazio, Italia",2024-01-08,12.9,8,9.8,12.9,5.6,8.6,5.9,77.7,0.122,100,4.17,rain,0,0,26.6,19.6,23,1003.1,74.1,10.5,64.1,5.6,3,,2024-01-08T07:37:43,2024-01-08T16:55:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E2310,16242099999,16239099999,16224099999"
"Roma, Lazio, Italia",2024-01-09,11.1,4.9,8,11.1,1.9,6.3,3.3,72.7,0,0,0,,0,0,26.3,19.2,36.9,1016,48,10.7,71.4,6.2,3,,2024-01-09T07:37:33,2024-01-09T16:56:36,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E2310,16242099999,16239099999,AT416,16224099999,16234099999"
"Roma, Lazio, Italia",2024-01-10,11.4,6.2,8.3,11.4,4,6.8,4.6,78,0.676,100,12.5,rain,0,0,14.8,13.6,35,1022.4,72.7,10,49.9,4.4,3,,2024-01-10T07:37:20,2024-01-10T16:57:39,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,16219099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-11,11.2,5.5,8.4,11.2,3,6.7,2.9,68.8,0,0,0,,0,0,20.5,17.4,36.5,1018.4,53.9,10.7,66.2,5.7,4,,2024-01-11T07:37:04,2024-01-11T16:58:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-12,12.1,2.6,6.6,12.1,-0.6,4.5,0.4,66,0,0,0,,0,0,26.6,15.8,24.3,1018.4,0.7,10.8,104.3,9.1,4,,2024-01-12T07:36:47,2024-01-12T16:59:49,0.03,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-13,11.2,2.3,5.8,11.2,-1.2,3.7,-0.9,62.8,0,0,0,,0,0,25.6,15.5,41.2,1021.7,1.3,11.8,105.3,9.1,5,,2024-01-13T07:36:27,2024-01-13T17:00:56,0.07,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-14,12.9,2.9,8.1,12.9,1,7.6,3.9,74.6,0,0,0,,0,0,22.7,16.9,165.8,1015.5,64.5,10,59.8,5.2,3,,2024-01-14T07:36:05,2024-01-14T17:02:04,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-15,14.2,9.3,11.8,14.2,7.9,11.7,9.4,86,4.298,100,12.5,rain,0,0,25.9,16,169.2,1004.1,60.4,9.5,44.5,3.9,3,,2024-01-15T07:35:40,2024-01-15T17:03:12,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-16,15.9,5.9,11.1,15.9,4.2,10.5,8.9,86.8,0.18,100,8.33,rain,0,0,27.7,16.4,143.3,1008.4,43.3,9.9,86.8,7.5,5,,2024-01-16T07:35:14,2024-01-16T17:04:22,0.17,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-17,16.3,12.3,14.5,16.3,12.3,14.5,12.2,86.5,2.011,100,12.5,rain,0,0,44.3,26.7,160,1008.4,64,8.8,19.1,1.7,2,,2024-01-17T07:34:45,2024-01-17T17:05:32,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-18,17.6,14.3,15.5,17.6,14.3,15.5,11.5,77.1,2.215,100,8.33,rain,0,0,50,28.5,194.9,1003.8,58.7,9.7,92.8,8,4,,2024-01-18T07:34:13,2024-01-18T17:06:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,16234099999"
"Roma, Lazio, Italia",2024-01-19,16.8,12.5,14.7,16.8,12.5,14.7,10.9,78.1,0,0,0,,0,0,34.6,17.1,192.9,1008,52.3,9.7,60.9,5.3,4,,2024-01-19T07:33:40,2024-01-19T17:07:56,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,16234099999"
"Roma, Lazio, Italia",2024-01-20,12.2,4.3,8.2,12.2,1.1,5.8,0.4,59.6,0.425,100,8.33,rain,0,0,43.2,24.5,18.9,1016.2,50.9,10,78.1,6.7,5,,2024-01-20T07:33:05,2024-01-20T17:09:08,0.31,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-21,12.7,1.8,6.3,12.7,-1.8,4.3,-5.3,44.9,0,0,0,,0,0,27.7,19.2,35,1027.8,25.1,10,119.8,10.4,5,,2024-01-21T07:32:27,2024-01-21T17:10:22,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-22,12.7,1.3,5.8,12.7,-1.2,4.5,-1.5,60.8,0,0,0,,0,0,16.2,11.2,56.5,1031.7,30.8,11.8,116.9,10,5,,2024-01-22T07:31:47,2024-01-22T17:11:36,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-23,15,5.2,9.9,15,3.1,9.2,5.1,73.4,0.126,100,4.17,rain,0,0,28.1,22.5,36,1028.2,49.4,10.3,108.3,9.4,5,,2024-01-23T07:31:05,2024-01-23T17:12:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LIRF,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-24,15.6,3.5,8.9,15.6,2.2,8.4,5.2,79.5,0,0,0,,0,0,13.3,11.2,45.1,1031.1,42.2,10.7,115.9,10.2,5,,2024-01-24T07:30:21,2024-01-24T17:14:05,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-25,15.6,8.1,10.7,15.6,6.8,10.3,7.8,82.7,0,0,0,,0,0,18.4,9.7,36.4,1025.8,54.8,9.8,84.3,7.3,4,,2024-01-25T07:29:36,2024-01-25T17:15:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-26,14.1,5.9,10.1,14.1,4.9,9.7,7.7,85.5,0,0,0,,0,0,10.4,10,30.4,1026.3,67.3,9.7,38,3.3,2,,2024-01-26T07:28:48,2024-01-26T17:16:37,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-27,15.4,8,11.1,15.4,6.8,11,7.4,78.9,0,0,0,,0,0,12.6,10.5,22.8,1027.6,33.2,10.1,111.3,9.7,5,,2024-01-27T07:27:58,2024-01-27T17:17:53,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-28,15,5.2,9.2,15,3.7,8.6,5.4,78.3,0,0,0,,0,0,17.3,12.4,19.1,1033.3,14.3,9.8,97.5,8.5,5,,2024-01-28T07:27:06,2024-01-28T17:19:09,0.59,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-29,14.1,2.1,7.4,14.1,0.1,6.4,2.4,71.6,0,0,0,,0,0,14.4,10.5,48.9,1034.3,8.4,10.5,96.9,8.4,5,,2024-01-29T07:26:12,2024-01-29T17:20:26,0.62,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-01-30,13.9,2.1,7.2,13.9,-0.2,6.3,2.9,75.6,0,0,0,,0,0,14.4,8.9,32.6,1034.7,9,10.6,121.4,10.6,5,,2024-01-30T07:25:17,2024-01-30T17:21:43,0.65,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-01-31,13.7,2,7,13.7,0.1,6.1,3.5,80.8,0,0,0,,0,0,16.6,9.4,30.4,1033.5,25,9.8,122.6,10.6,5,,2024-01-31T07:24:19,2024-01-31T17:23:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-01,13,2.5,7.3,13,0.9,6.9,3.9,79.9,0.027,100,4.17,rain,0,0,15.8,8.8,9.6,1028.6,48.6,9.9,111.9,9.7,5,,2024-02-01T07:23:20,2024-02-01T17:24:18,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-02,16.7,3.4,8.7,16.7,0.6,7.8,2.8,69.5,0,0,0,,0,0,15.8,12.5,60.9,1026.7,7.6,11.4,128.8,11.2,5,,2024-02-02T07:22:19,2024-02-02T17:25:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-03,17,4.3,10,17,2.8,9.6,3.5,66,0,0,0,,0,0,17.3,10.8,339,1028.2,16.4,11.4,127.5,11,5,,2024-02-03T07:21:16,2024-02-03T17:26:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-04,16.3,6.1,10.6,16.3,4.3,10.1,7.3,81.5,0,0,0,,0,0,13.3,10,102.2,1026.7,34.5,9.9,124.1,10.7,5,,2024-02-04T07:20:12,2024-02-04T17:28:10,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-05,14,7,11,14,5.8,10.5,8.1,82.9,0,0,0,,0,0,18.4,11.1,120.5,1027.1,90.5,9.8,36.7,3.1,2,,2024-02-05T07:19:06,2024-02-05T17:29:27,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-06,15.8,9.2,12.3,15.8,7.6,12.1,9.3,82.7,0,0,0,,0,0,20.9,12.3,165.2,1024.5,61.2,10,97,8.3,5,,2024-02-06T07:17:59,2024-02-06T17:30:45,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-07,15.5,7.2,11.1,15.5,6.5,10.8,8.2,83.4,0,0,0,,0,0,26.6,16,157.6,1017.3,49.4,10,67.3,5.8,4,,2024-02-07T07:16:49,2024-02-07T17:32:02,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-08,15.7,11.3,13,15.7,11.3,13,9.5,79.6,0,0,0,,0,0,27.7,18.5,182.9,1013.6,51.4,9.9,110.6,9.6,6,,2024-02-08T07:15:39,2024-02-08T17:33:20,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,16234099999,LIRA"
"Roma, Lazio, Italia",2024-02-09,15.8,11.5,14.1,15.8,11.5,14.1,9.2,72.3,0,0,0,,0,0,50.8,38.4,150.9,1007.2,50.8,10.3,75.7,6.5,4,,2024-02-09T07:14:26,2024-02-09T17:34:37,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-10,15.8,11.9,14.1,15.8,11.9,14.1,9.9,76.7,15.82,100,8.33,rain,0,0,54,38.3,154.6,996,90.6,6.8,29.1,2.5,1,,2024-02-10T07:13:13,2024-02-10T17:35:54,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E2310,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-11,12.9,7.9,11.2,12.9,6.9,11,8.6,84.4,28.637,100,12.5,rain,0,0,33.1,27.8,192.2,995.5,71,8.7,42.9,3.7,2,,2024-02-11T07:11:58,2024-02-11T17:37:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E2310,16242099999,16239099999,AT416,16224099999"
"Roma, Lazio, Italia",2024-02-12,15.5,6,10.2,15.5,5,10,6.9,81.3,1.033,100,8.33,rain,0,0,20.9,11,69.3,1004.8,48,10.1,125.5,10.6,6,,2024-02-12T07:10:41,2024-02-12T17:38:27,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-13,16.3,6.9,10.8,16.3,5.3,10.2,5.4,71.9,0,0,0,,0,0,31.7,18.4,11.2,1014.6,39.4,10,147.6,12.7,6,,2024-02-13T07:09:23,2024-02-13T17:39:44,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-14,17,4.8,10.6,17,2.5,9.9,1.8,56.8,0,0,0,,0,0,23.4,15.6,11.4,1022.9,2,10,158.9,13.6,6,,2024-02-14T07:08:04,2024-02-14T17:41:00,0.15,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-15,17.6,3.5,9.9,17.6,1.7,9.3,2.6,63.3,0,0,0,,0,0,13.7,9.3,26,1023,12.6,10,157.7,13.4,6,,2024-02-15T07:06:44,2024-02-15T17:42:16,0.19,Clear,Clear conditions throughout the day.,clear-day,"LIRF,LIRE,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-16,17.7,5,10.5,17.7,3.6,10.3,4.6,68.9,0,0,0,,0,0,18,7.6,28.5,1021,64.5,9.9,115.4,9.8,5,,2024-02-16T07:05:22,2024-02-16T17:43:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-17,18.5,5.6,11.7,18.5,4.4,11.3,4.6,64,0,0,0,,0,0,15.8,11.4,330.9,1024.8,34.4,9.9,161.4,13.9,6,,2024-02-17T07:03:59,2024-02-17T17:44:48,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-18,17.7,5.4,11.2,17.7,3.8,11,7.1,76.8,0,0,0,,0,0,19.1,12,215.8,1029.1,19.3,9.6,161.7,14.1,6,,2024-02-18T07:02:35,2024-02-18T17:46:03,0.29,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-19,16.3,10.5,12.9,16.3,10.5,12.9,9.4,80,0,0,0,,0,0,12.6,9.2,173.5,1023.8,56.5,9.9,96.2,8.2,4,,2024-02-19T07:01:10,2024-02-19T17:47:18,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-20,17.1,6.6,11.5,17.1,5.5,11.1,6.7,75.2,1.059,100,8.33,rain,0,0,23.4,13.3,27.3,1021,32.3,8.4,124.3,10.7,6,,2024-02-20T06:59:44,2024-02-20T17:48:33,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-21,17.1,5.8,10.9,17.1,3.8,10.3,2.3,57.2,0,0,0,,0,0,21.2,14.8,28,1023.1,15.3,10,174.9,15.2,6,,2024-02-21T06:58:16,2024-02-21T17:49:48,0.39,Clear,Clear conditions throughout the day.,clear-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-22,14.8,5.4,11,14.8,4.4,10.6,6.2,73.2,0,0,0,,0,0,35.6,21,165.4,1018.1,52.3,10,116.1,9.9,6,,2024-02-22T06:56:48,2024-02-22T17:51:02,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-23,15,11,13.4,15,11,13.4,10.2,81.2,3.281,100,8.33,rain,0,0,68,34.8,166,1005.8,54.1,8.9,40,3.4,2,,2024-02-23T06:55:19,2024-02-23T17:52:16,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-24,14.1,8.3,10.9,14.1,6.9,10.3,5.7,71.5,3.861,100,8.33,rain,0,0,37.4,20.2,167.7,1009.8,47.1,10,124.2,10.8,6,,2024-02-24T06:53:48,2024-02-24T17:53:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-25,14.8,6.2,10.5,14.8,5.8,10.3,5.9,74.5,1.952,100,12.5,rain,0,0,23.8,18.6,318.8,1009.6,48.8,10,173.9,15,7,,2024-02-25T06:52:17,2024-02-25T17:54:43,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-02-26,14.1,4.9,10.3,14.1,3.5,10,5.7,74.2,0.186,100,8.33,rain,0,0,57.6,35.1,140.7,1007,67.1,9.9,74.8,6.5,4,,2024-02-26T06:50:45,2024-02-26T17:55:56,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-27,16.1,10.9,13.6,16.1,10.9,13.6,8.8,74.2,9.204,100,8.33,rain,0,0,53.6,35.3,143.8,1006.8,59.4,9.8,62.3,5.4,3,,2024-02-27T06:49:12,2024-02-27T17:57:09,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-28,17.8,10.4,14.3,17.8,10.4,14.3,9.1,73.3,6.138,100,8.33,rain,0,0,31.3,21.1,77,1008.4,58.9,10,61.7,5.4,3,,2024-02-28T06:47:38,2024-02-28T17:58:21,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LIRF,LIRE,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-02-29,14.8,10.6,12.1,14.8,10.6,12.1,8.7,79.6,3.349,100,16.67,rain,0,0,28.4,15.1,70.8,1007.8,53,10,113.7,9.8,8,,2024-02-29T06:46:04,2024-02-29T17:59:33,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-01,13.5,8.7,11.1,13.5,7.1,10.8,8,81.7,2.211,100,4.17,rain,0,0,33.5,21.7,146.7,1005.6,67.3,9.9,79,6.9,4,,2024-03-01T06:44:29,2024-03-01T18:00:45,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LIRF,LIRE,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-02,15.1,10.5,12.4,15.1,10.5,12.4,9.1,80.8,2.62,100,8.33,rain,0,0,20.9,19.1,172.8,1010.4,59.7,9.9,158.7,13.7,7,,2024-03-02T06:42:53,2024-03-02T18:01:57,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-03,16,9.3,12.5,16,6.7,12.2,7.7,73.6,0.047,100,4.17,rain,0,0,57.6,42.8,150.2,1008.6,51.5,10,156.2,13.5,7,,2024-03-03T06:41:16,2024-03-03T18:03:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-04,13.1,7.2,9.7,13.1,3.9,8.6,6,79.1,24.43,100,16.67,rain,0,0,28.4,20.5,33.9,1005.5,65.6,9.2,95.6,8.1,6,,2024-03-04T06:39:39,2024-03-04T18:04:19,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-05,16,6.1,10.7,16,4.1,9.9,7.4,81.3,1.437,100,8.33,rain,0,0,25.2,16.8,147.7,1011.7,37.5,10,169.5,14.5,7,,2024-03-05T06:38:01,2024-03-05T18:05:30,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-06,13.8,5.5,9.9,13.8,4,9.3,5.5,76.4,1.718,100,8.33,rain,0,0,36.4,25.9,241.1,1016,45.4,9.9,154.6,13.3,7,,2024-03-06T06:36:23,2024-03-06T18:06:40,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRF,16217099999,16245099999,16242099999,16219099999,16239099999,AT416,16224099999,16234099999,LIRA"
"Roma, Lazio, Italia",2024-03-07,15,4.1,9.4,15,2.2,8.9,4.2,72,0,0,0,,0,0,25.2,15.8,346.8,1016.4,23.5,10,213.7,18.4,8,,2024-03-07T06:34:44,2024-03-07T18:07:50,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,LIRE,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-08,15.3,3.5,10.2,15.3,1.7,10,5.1,72,0,0,0,,0,0,29.2,19,157.4,1014.9,26.6,10,128.3,11.1,5,,2024-03-08T06:33:05,2024-03-08T18:09:00,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-09,14,11.6,12.5,14,11.6,12.5,8.5,78.8,13.789,100,16.67,rain,0,0,30.6,32.2,159.7,1010.8,66.4,9.7,94.5,8.1,7,,2024-03-09T06:31:25,2024-03-09T18:10:10,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-10,16.9,11.1,14.5,16.9,11.1,14.5,9.4,73,3.351,100,12.5,rain,0,0,70.6,49,149,1004.9,65.7,9.3,36.7,3.4,2,,2024-03-10T06:29:45,2024-03-10T18:11:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-11,14.1,7.9,11,14.1,7.1,10.7,8.5,85.1,35.814,100,16.67,rain,0,0,30.2,17.8,173.3,1006.4,61.5,9.3,159.6,13.8,6,,2024-03-11T06:28:04,2024-03-11T18:12:28,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-12,15.6,7,11.3,15.6,7,11.2,7.9,80.9,0.227,100,4.17,rain,0,0,28.8,19.4,305.1,1012.5,45.9,9.7,215.7,18.8,9,,2024-03-12T06:26:23,2024-03-12T18:13:37,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LIRF,LIRE,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
