name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Roma, Lazio, Italia",2024-12-06,12.9,3.3,7.9,12.9,0.2,6.7,2.9,71.4,0,0,0,,0,0,20.2,16.6,43.2,1016.4,53.4,10,82.3,7.2,4,,2024-12-06T07:23:37,2024-12-06T16:38:47,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-07,14.7,4.3,9.5,14.7,1.4,8.5,5.6,77.4,0,0,0,,0,0,36.4,28,101,1011.9,20.9,10,99.6,8.7,4,,2024-12-07T07:24:33,2024-12-07T16:38:44,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,E2310,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-08,11.6,7.2,9.8,11.6,6,9.1,6.7,81.4,25.566,100,16.67,rain,0,0,62.6,37.2,183.2,996.6,62,9.5,45,3.9,4,,2024-12-08T07:25:28,2024-12-08T16:38:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-09,12.6,6.6,9,12.6,5.1,8.1,5.9,81.2,3.702,100,16.67,rain,0,0,25.9,16.4,126.3,1004.8,57.6,9.9,77.3,6.7,5,,2024-12-09T07:26:21,2024-12-09T16:38:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,16217099999,E2310,16245099999,16242099999,16239099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-10,13.7,7.8,9.5,13.7,5.5,8.7,6.1,79.9,8.749,100,12.5,rain,0,0,19.1,16,96.9,1013.1,55.8,9.8,54.5,4.6,4,,2024-12-10T07:27:12,2024-12-10T16:38:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,16217099999,E2310,16245099999,16242099999,16239099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-11,12.7,6.7,9.2,12.7,5.3,8.2,7.1,87.4,7.888,100,16.67,rain,0,0,14,13.9,68.3,1020,52.6,10,52.8,4.7,4,,2024-12-11T07:28:02,2024-12-11T16:38:54,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,16217099999,E2310,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-12,13,4.2,8.9,13,2.6,8.2,5.7,81.2,0.249,100,8.33,rain,0,0,16.9,12.3,47.1,1024.5,41.6,10,85.8,7.5,4,,2024-12-12T07:28:50,2024-12-12T16:39:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LIRF,LIRE,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-13,13.8,8.6,10.8,13.8,6,10,6.9,77.4,4.217,100,12.5,rain,0,0,37.4,22.4,55.7,1023.8,70.3,9.3,31.3,2.6,2,,2024-12-13T07:29:37,2024-12-13T16:39:14,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRF,LIRE,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-14,13.1,6.2,9.6,13.1,5.1,9.3,8.4,92.2,23.723,100,12.5,rain,0,0,28.8,10.2,86.8,1021.6,58.4,8.7,41.4,3.5,3,,2024-12-14T07:30:21,2024-12-14T16:39:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRF,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-15,13.1,4.8,8.5,13.1,3,7.5,5.6,83.1,0.027,100,4.17,rain,0,0,24.8,14.7,25.6,1022.7,13.7,8.9,91.4,7.8,4,,2024-12-15T07:31:04,2024-12-15T16:39:43,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,"LIRF,LIRE,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-16,13.5,3.2,7.4,13.5,0.3,5.9,2.3,71.5,0,0,0,,0,0,16.9,13.2,40.1,1033.7,0,10,96.6,8.5,4,,2024-12-16T07:31:45,2024-12-16T16:40:01,0.53,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-17,15.3,3,8,15.3,0.8,7.1,3.5,74.4,0,0,0,,0,0,13.7,11.8,44.4,1032.5,0,10,94.2,8.1,4,,2024-12-17T07:32:24,2024-12-17T16:40:21,0.57,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-18,13.8,1.9,7.5,13.8,0.2,7,5,84.8,0,0,0,,0,0,18.7,8.3,37.9,1028.3,39,10,66.8,5.9,4,,2024-12-18T07:33:02,2024-12-18T16:40:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,LIRE,LIRU,16217099999,16245099999,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-19,14.5,8.3,11.3,14.5,7.5,11.3,8.3,82,0.021,100,4.17,rain,0,0,31.3,26.2,140.4,1018,72.2,9.8,53.6,4.6,5,,2024-12-19T07:33:37,2024-12-19T16:41:08,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LIRF,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-20,14.2,6,9.6,14.2,1.9,8,5.3,75.1,13.481,100,16.67,rain,0,0,64.8,27.7,243.9,1006.2,64.5,9.6,45.4,3.8,6,,2024-12-20T07:34:10,2024-12-20T16:41:35,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,16217099999,E2310,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-21,11,4.2,6.9,11,1,4.9,0.4,64,0.118,100,8.33,rain,0,0,40.3,21.5,14.9,1018.9,0.2,10,96.9,8.5,4,,2024-12-21T07:34:41,2024-12-21T16:42:04,0.7,Rain,Clear conditions throughout the day with rain.,rain,"LIRF,LIRE,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-22,14,-0.3,7,14,-3.2,5.9,3.5,78.5,0.783,100,4.17,rain,0,0,61.2,27.8,135.2,1014.1,40.9,9.3,57,5,4,,2024-12-22T07:35:10,2024-12-22T16:42:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-23,13.2,4.3,7.4,13.2,0.9,4,1.1,65,3.47,100,16.67,rain,0,0,64.8,38.8,341.2,999.3,56.3,10,63.5,5.4,5,,2024-12-23T07:35:37,2024-12-23T16:43:09,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-24,10.9,4.6,7.3,10.9,0.4,4,-3.1,48.5,0.2,100,4.17,rain,0,0,59.4,30.6,1.1,1009.9,45.5,10,65.4,5.6,5,,2024-12-24T07:36:01,2024-12-24T16:43:45,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LIRF,LIRE,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-25,12,3,7.7,12,-0.3,5.3,0.1,59,0,0,0,,0,0,53.6,27.1,11.7,1019.6,19.5,10,89.2,7.7,5,,2024-12-25T07:36:24,2024-12-25T16:44:23,0.82,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-26,13.8,6.5,9.4,13.8,3.8,7.7,1.8,59.7,0,0,0,,0,0,34.9,22.3,25.6,1023.3,22.2,10,97.2,8.3,4,,2024-12-26T07:36:44,2024-12-26T16:45:03,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-27,15,4,8.5,15,2.4,7.3,2.3,66,0,0,0,,0,0,18,11.3,34,1026.8,0.5,10,95.8,8.3,4,,2024-12-27T07:37:02,2024-12-27T16:45:44,0.89,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-28,14,3.6,7.6,14,1.6,6.5,2.6,71.6,0,0,0,,0,0,15.1,11,50.7,1025.3,1.4,9.9,97,8.5,4,,2024-12-28T07:37:17,2024-12-28T16:46:28,0.92,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-29,14.9,2.3,7.4,14.9,-0.1,6.6,4,80.3,0.004,100,4.17,rain,0,0,12.6,8.8,54.7,1026.4,0,9.6,91.6,8.1,4,,2024-12-29T07:37:31,2024-12-29T16:47:14,0.95,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"LIRF,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-12-30,14.9,3,7.5,14.9,1.5,6.9,4.6,82.8,0.011,100,4.17,rain,0,0,11.9,7.6,46.6,1029.3,0,9.1,90.8,7.8,4,,2024-12-30T07:37:42,2024-12-30T16:48:01,0,Rain,Clear conditions throughout the day with afternoon rain.,rain,"LIRF,LIRE,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-12-31,13.9,3.4,7.9,13.9,1.6,7.2,5.3,84.1,0.021,100,4.17,rain,0,0,12.6,9,51.5,1031.6,44.4,8,49.7,4.2,3,,2024-12-31T07:37:51,2024-12-31T16:48:50,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LIRF,E2310,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
